               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  46,             0.06111,            0.092275,           0.0034884,             0.44426,             0.74772,             0.53246,             0.14704,            0.059691,            0.086336,           0.0011862,            0.005545,            0.005545,            0.005545
                  47,            0.060199,            0.087909,           0.0031278,             0.55948,             0.67546,             0.60369,             0.16923,            0.059545,            0.081654,           0.0010985,            0.005446,            0.005446,            0.005446
                  48,            0.061786,            0.089937,           0.0029668,             0.44779,             0.64661,             0.54658,             0.15772,            0.061464,            0.080987,           0.0010684,            0.005347,            0.005347,            0.005347
                  49,            0.062699,            0.093044,           0.0028844,              0.4433,             0.58499,             0.54905,             0.15041,            0.062691,             0.08244,           0.0010448,            0.005248,            0.005248,            0.005248
                  50,            0.063421,            0.091582,           0.0030941,             0.50695,             0.72415,             0.62279,             0.15437,            0.059546,            0.080758,           0.0011052,            0.005149,            0.005149,            0.005149
                  51,            0.060843,            0.078619,           0.0027954,              0.4138,             0.61112,             0.47511,             0.12962,            0.061546,            0.078797,           0.0010589,             0.00505,             0.00505,             0.00505
                  52,            0.061847,            0.087327,           0.0029001,             0.47517,             0.68509,             0.59146,             0.17932,            0.060003,            0.077816,          0.00097956,            0.004951,            0.004951,            0.004951
                  53,            0.060272,            0.086813,           0.0026098,             0.38052,             0.73529,             0.57332,             0.17862,            0.059636,            0.079248,          0.00092362,            0.004852,            0.004852,            0.004852
                  54,            0.061432,            0.094973,           0.0027189,             0.48142,             0.69142,              0.5909,             0.18876,            0.059433,            0.080141,           0.0009129,            0.004753,            0.004753,            0.004753
                  55,            0.059494,             0.08865,           0.0025533,             0.58246,             0.70995,             0.63623,             0.21293,             0.05783,            0.078499,          0.00089992,            0.004654,            0.004654,            0.004654
                  56,            0.062102,             0.08778,           0.0024012,             0.47252,             0.70181,             0.58799,             0.15052,            0.060379,            0.077002,          0.00089458,            0.004555,            0.004555,            0.004555
                  57,            0.060117,             0.08847,           0.0026041,             0.48213,             0.70863,             0.61942,             0.22691,            0.056248,            0.076929,           0.0009235,            0.004456,            0.004456,            0.004456
                  58,            0.062258,            0.095114,            0.002483,             0.57385,             0.64326,             0.64787,             0.19277,            0.058929,            0.076713,          0.00090999,            0.004357,            0.004357,            0.004357
                  59,            0.059402,            0.090295,           0.0027016,             0.57466,             0.74142,             0.64757,             0.21955,            0.056266,            0.077915,           0.0009034,            0.004258,            0.004258,            0.004258
                  60,            0.057421,            0.086384,           0.0024251,             0.48127,             0.71843,             0.66217,              0.2134,            0.056957,            0.077071,          0.00087379,            0.004159,            0.004159,            0.004159
                  61,             0.05835,            0.084204,           0.0023836,             0.60351,             0.69927,             0.68625,             0.22045,            0.057376,            0.076442,          0.00087493,             0.00406,             0.00406,             0.00406
                  62,            0.058891,            0.085777,           0.0021443,             0.71344,             0.68075,             0.71167,             0.20115,            0.057296,            0.076163,          0.00086869,            0.003961,            0.003961,            0.003961
                  63,            0.057928,            0.085742,           0.0026125,             0.61571,             0.74925,             0.68748,             0.23853,            0.055775,            0.077102,          0.00086291,            0.003862,            0.003862,            0.003862
                  64,            0.058203,            0.089544,            0.002418,             0.61379,             0.72027,             0.68036,             0.22685,            0.056717,            0.077056,          0.00086539,            0.003763,            0.003763,            0.003763
                  65,            0.056149,            0.090788,            0.002581,             0.67865,             0.68365,             0.68228,             0.23208,            0.057175,            0.077289,           0.0008866,            0.003664,            0.003664,            0.003664
                  66,            0.056636,            0.078691,           0.0018621,             0.65559,                0.66,             0.64761,              0.2247,             0.05831,            0.077554,          0.00089614,            0.003565,            0.003565,            0.003565
                  67,            0.057064,            0.085151,            0.002192,             0.67369,             0.64274,              0.6482,               0.226,            0.057898,            0.077286,          0.00091279,            0.003466,            0.003466,            0.003466
                  68,            0.057637,            0.083613,           0.0020931,             0.67455,             0.71869,             0.70496,             0.25937,            0.055847,            0.077282,          0.00089595,            0.003367,            0.003367,            0.003367
                  69,            0.055825,            0.086396,           0.0021326,             0.65086,             0.69153,             0.69343,             0.25019,            0.056097,            0.077952,          0.00090493,            0.003268,            0.003268,            0.003268
                  70,            0.056157,            0.091344,           0.0020539,             0.74236,             0.57339,             0.65331,             0.20533,            0.056616,            0.078196,          0.00091035,            0.003169,            0.003169,            0.003169
                  71,            0.054765,            0.088823,           0.0021834,             0.72842,             0.68325,              0.7231,               0.251,            0.055173,             0.07905,          0.00092822,             0.00307,             0.00307,             0.00307
                  72,            0.055906,            0.089176,           0.0021945,             0.66136,             0.66399,             0.68551,             0.23976,             0.05549,            0.079516,          0.00094987,            0.002971,            0.002971,            0.002971
                  73,            0.053025,            0.086188,            0.001945,             0.61988,             0.75814,             0.70406,             0.26938,            0.053751,            0.080101,           0.0009046,            0.002872,            0.002872,            0.002872
                  74,            0.053152,            0.087631,           0.0019318,             0.66834,             0.70518,             0.70629,             0.25575,            0.053341,             0.08131,          0.00093844,            0.002773,            0.002773,            0.002773
                  75,            0.053968,            0.085441,           0.0022612,             0.63945,             0.74588,             0.69906,              0.2475,            0.053081,            0.080777,          0.00093565,            0.002674,            0.002674,            0.002674
                  76,            0.054514,            0.097088,           0.0019384,             0.50956,             0.70975,             0.62728,             0.21873,            0.055695,              0.0792,          0.00086259,            0.002575,            0.002575,            0.002575
                  77,            0.052475,            0.088288,           0.0017712,             0.60578,             0.74234,             0.68425,             0.25314,            0.052023,            0.080303,          0.00084072,            0.002476,            0.002476,            0.002476
                  78,            0.052953,            0.091365,           0.0018517,             0.58739,             0.72724,              0.6579,             0.24002,            0.054126,            0.078957,          0.00082034,            0.002377,            0.002377,            0.002377
                  79,            0.051364,            0.080678,           0.0017581,              0.7067,             0.66543,             0.69876,             0.24183,            0.051354,             0.07995,          0.00081376,            0.002278,            0.002278,            0.002278
                  80,            0.052345,            0.088181,           0.0019869,             0.77168,              0.6562,             0.69975,             0.25936,            0.053308,            0.078883,          0.00082221,            0.002179,            0.002179,            0.002179
                  81,            0.050995,            0.090271,           0.0020383,             0.78071,             0.64838,             0.70442,             0.26136,            0.053046,            0.078908,           0.0008225,             0.00208,             0.00208,             0.00208
                  82,            0.051785,            0.092265,           0.0018344,             0.65741,             0.73637,             0.69624,             0.25901,            0.051437,            0.079226,          0.00081628,            0.001981,            0.001981,            0.001981
                  83,            0.051208,            0.093684,           0.0020298,             0.62294,             0.75734,             0.70006,              0.2696,            0.051341,            0.079088,           0.0007982,            0.001882,            0.001882,            0.001882
                  84,            0.050415,            0.093289,           0.0018981,             0.63453,             0.72102,             0.69085,             0.26513,            0.051605,            0.078971,            0.000786,            0.001783,            0.001783,            0.001783
                  85,            0.050413,             0.09527,           0.0019751,             0.61242,             0.74455,             0.65953,             0.25921,             0.05209,            0.079094,          0.00076976,            0.001684,            0.001684,            0.001684
                  86,            0.049981,            0.090008,           0.0017774,             0.61071,             0.74366,             0.67049,             0.26181,            0.051227,            0.079646,          0.00077278,            0.001585,            0.001585,            0.001585
                  87,            0.049214,            0.088194,           0.0017426,              0.6489,             0.74126,              0.6827,             0.26481,            0.050463,            0.080121,          0.00076873,            0.001486,            0.001486,            0.001486
                  88,            0.049348,            0.082234,           0.0015577,             0.61573,             0.73772,             0.65587,              0.2501,              0.0512,            0.079855,          0.00077135,            0.001387,            0.001387,            0.001387
                  89,            0.049652,            0.090131,           0.0017701,             0.61356,             0.76383,             0.65041,             0.24854,            0.050855,            0.079981,          0.00077944,            0.001288,            0.001288,            0.001288
                  90,            0.048085,            0.085562,            0.001885,             0.63564,             0.74669,             0.66577,             0.26411,            0.050473,            0.080378,          0.00077918,            0.001189,            0.001189,            0.001189
                  91,            0.048686,            0.091256,           0.0015232,                0.64,             0.70048,             0.67341,             0.26116,            0.050809,            0.080275,          0.00077123,             0.00109,             0.00109,             0.00109
                  92,            0.049035,            0.089119,           0.0016776,             0.65504,              0.7235,             0.67914,             0.26205,            0.050958,            0.080046,          0.00076244,            0.000991,            0.000991,            0.000991
                  93,            0.049107,            0.091327,            0.001787,               0.649,              0.7207,             0.67684,             0.26594,            0.051014,            0.079947,          0.00074551,            0.000892,            0.000892,            0.000892
                  94,            0.050028,            0.094612,           0.0016855,             0.65454,              0.7171,             0.68148,             0.25636,            0.051138,            0.079789,          0.00073965,            0.000793,            0.000793,            0.000793
                  95,            0.050095,            0.090711,           0.0017037,             0.67861,             0.69875,             0.69055,             0.25719,            0.050778,            0.079614,          0.00073493,            0.000694,            0.000694,            0.000694
                  96,            0.049268,            0.088855,           0.0018485,             0.69499,             0.68561,             0.69279,             0.26593,            0.050603,              0.0796,          0.00073925,            0.000595,            0.000595,            0.000595
                  97,             0.04825,            0.091312,           0.0015928,             0.63342,               0.756,             0.69377,             0.26635,            0.050684,            0.079532,          0.00074201,            0.000496,            0.000496,            0.000496
                  98,            0.047724,            0.083615,           0.0014946,             0.68518,             0.69325,             0.68377,             0.26517,            0.050629,            0.079503,          0.00074309,            0.000397,            0.000397,            0.000397
                  99,             0.04761,             0.08182,           0.0013441,             0.68112,             0.69335,             0.68502,             0.26822,            0.050618,             0.07944,          0.00074801,            0.000298,            0.000298,            0.000298
