               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,            0.044904,            0.090233,           0.0012659,              0.5684,             0.57365,             0.53515,              0.1687,            0.056917,            0.086928,           0.0007752,            0.004753,            0.004753,            0.004753
                 161,            0.042822,             0.07497,            0.001331,             0.55534,             0.66663,             0.57161,             0.16765,            0.055445,            0.087574,          0.00072612,             0.00472,             0.00472,             0.00472
                 162,            0.044743,            0.078931,           0.0012809,             0.62781,             0.60669,             0.60104,              0.1714,            0.055344,            0.087413,          0.00069676,            0.004687,            0.004687,            0.004687
                 163,            0.043671,            0.079153,           0.0013774,             0.55926,             0.54965,             0.51569,             0.15555,            0.055433,             0.09237,          0.00089459,            0.004654,            0.004654,            0.004654
                 164,            0.045444,            0.083049,            0.001385,             0.59899,             0.57529,             0.55744,              0.1649,            0.056222,            0.091045,          0.00090427,            0.004621,            0.004621,            0.004621
                 165,            0.043093,            0.075927,           0.0010888,             0.59826,             0.55105,             0.53162,             0.17225,            0.055681,            0.091974,          0.00086084,            0.004588,            0.004588,            0.004588
                 166,            0.042337,             0.08693,           0.0011646,             0.60584,              0.5346,             0.54744,             0.17612,            0.055603,            0.092334,          0.00075585,            0.004555,            0.004555,            0.004555
                 167,            0.042269,            0.088878,           0.0014125,             0.57279,             0.56804,             0.57383,             0.17986,            0.055624,            0.095577,          0.00072985,            0.004522,            0.004522,            0.004522
                 168,            0.044312,            0.083203,           0.0014818,             0.55475,             0.54276,             0.55048,             0.18089,            0.058298,             0.09549,          0.00077438,            0.004489,            0.004489,            0.004489
                 169,            0.042682,            0.082841,           0.0011623,             0.59637,             0.54764,             0.54438,             0.18973,            0.056301,            0.098933,          0.00086306,            0.004456,            0.004456,            0.004456
                 170,            0.042438,            0.078944,           0.0011014,             0.57612,             0.54851,             0.52382,             0.16825,            0.058897,            0.097855,           0.0009271,            0.004423,            0.004423,            0.004423
                 171,            0.042637,            0.080674,           0.0013958,             0.67455,             0.49445,             0.52301,              0.1756,            0.057538,             0.09899,           0.0010591,             0.00439,             0.00439,             0.00439
                 172,            0.043371,            0.086051,           0.0011762,             0.65399,             0.57942,             0.57843,             0.18773,            0.055458,             0.09777,           0.0010539,            0.004357,            0.004357,            0.004357
                 173,            0.043087,            0.080838,           0.0011614,             0.59342,             0.59386,             0.55765,             0.17703,            0.055818,            0.093889,           0.0011041,            0.004324,            0.004324,            0.004324
                 174,            0.041786,            0.078326,           0.0012458,             0.56771,             0.65347,               0.576,             0.18646,            0.054652,            0.095028,           0.0010044,            0.004291,            0.004291,            0.004291
                 175,            0.041188,             0.07831,            0.001232,             0.61598,             0.71248,             0.62207,              0.1954,            0.055276,              0.0917,          0.00091587,            0.004258,            0.004258,            0.004258
                 176,            0.041034,            0.079364,           0.0011215,              0.5657,             0.65943,             0.58623,             0.19088,            0.055121,            0.091978,          0.00081438,            0.004225,            0.004225,            0.004225
                 177,            0.041743,            0.082143,           0.0011385,             0.61645,             0.62347,             0.59056,             0.19441,            0.054865,            0.094268,          0.00068542,            0.004192,            0.004192,            0.004192
                 178,            0.040855,            0.083584,           0.0011724,             0.60646,             0.54554,             0.56032,             0.19064,            0.055139,            0.095576,          0.00075111,            0.004159,            0.004159,            0.004159
                 179,            0.040879,            0.079269,           0.0010338,             0.52407,             0.62914,             0.56116,             0.18644,            0.055048,            0.095886,          0.00077319,            0.004126,            0.004126,            0.004126
                 180,            0.042213,            0.076028,          0.00096648,              0.6006,             0.57074,             0.56788,             0.19353,            0.054847,             0.09609,          0.00070046,            0.004093,            0.004093,            0.004093
                 181,            0.040541,            0.081701,           0.0010188,             0.54149,             0.54422,             0.54137,             0.17987,            0.054951,            0.096775,          0.00066349,             0.00406,             0.00406,             0.00406
                 182,            0.042534,            0.074224,           0.0010621,             0.61061,             0.54111,             0.54532,              0.1854,            0.054985,            0.097531,          0.00076407,            0.004027,            0.004027,            0.004027
                 183,            0.040694,            0.075774,          0.00099965,             0.47961,             0.57595,             0.44927,              0.1484,            0.056744,             0.10069,           0.0011711,            0.003994,            0.003994,            0.003994
                 184,            0.040158,            0.073697,           0.0010578,             0.59358,              0.5685,             0.51036,             0.15276,            0.056863,              0.1024,           0.0010634,            0.003961,            0.003961,            0.003961
                 185,            0.040911,            0.078468,            0.001052,              0.6633,             0.56715,             0.53289,             0.18483,            0.055183,             0.10012,          0.00081203,            0.003928,            0.003928,            0.003928
                 186,            0.041202,            0.076625,           0.0010794,             0.68899,             0.57186,             0.54263,             0.18591,            0.055314,             0.09864,          0.00088306,            0.003895,            0.003895,            0.003895
                 187,            0.040412,            0.076822,            0.001017,             0.61401,             0.57931,              0.5255,             0.18445,            0.056972,             0.09583,           0.0011504,            0.003862,            0.003862,            0.003862
                 188,            0.042519,            0.072094,           0.0010264,              0.6059,             0.60501,             0.51662,              0.1769,            0.056199,            0.097206,           0.0010393,            0.003829,            0.003829,            0.003829
                 189,             0.04215,            0.077483,           0.0010034,             0.56142,              0.5617,             0.51133,             0.16989,            0.058491,            0.094002,          0.00090211,            0.003796,            0.003796,            0.003796
                 190,            0.045813,            0.071996,          0.00098782,              0.6596,             0.68746,             0.61079,             0.18546,            0.055951,            0.095742,          0.00081929,            0.003763,            0.003763,            0.003763
                 191,            0.042643,            0.078697,           0.0011021,             0.64354,             0.67025,             0.60558,             0.19486,            0.056346,            0.093712,          0.00063697,             0.00373,             0.00373,             0.00373
